crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield,production_qt,annual_rainfall_qt,fertilizer_qt,pesticide_qt,yield_qt,state_Arunachal Pradesh,state_Assam,state_Bihar,state_Chhattisgarh,state_Delhi,state_Goa,state_Gujarat,state_Haryana,state_Himachal Pradesh,state_Jammu and Kashmir,state_Jharkhand,state_Karnataka,state_Kerala,state_Madhya Pradesh,state_Maharashtra,state_Manipur,state_Meghalaya,state_Mizoram,state_Nagaland,state_Odisha,state_Puducherry,state_Punjab,state_Sikkim,state_Tamil Nadu,state_Telangana,state_Tripura,state_Uttar Pradesh,state_Uttarakhand,state_West Bengal,season_Kharif     ,season_Rabi       ,season_Summer     ,season_Whole Year ,season_Winter     ,nitrogen_mean,nitrogen_median,nitrogen_std,phosphorus_mean,phosphorus_median,phosphorus_std,potassium_mean,potassium_median,potassium_std,temperature_mean,temperature_median,temperature_std,humidity_mean,humidity_median,humidity_std,ph_mean,ph_median,ph_std,rainfall_mean,rainfall_median,rainfall_std,nitrogen_cbrt_mean,nitrogen_cbrt_median,nitrogen_cbrt_std,phosphorus_cbrt_mean,phosphorus_cbrt_median,phosphorus_cbrt_std,potassium_log1p_mean,potassium_log1p_median,potassium_log1p_std,temperature_scaled_mean,temperature_scaled_median,temperature_scaled_std,humidity_qt_mean,humidity_qt_median,humidity_qt_std,ph_cbrt_mean,ph_cbrt_median,ph_cbrt_std,rainfall_cbrt_mean,rainfall_cbrt_median,rainfall_cbrt_std,waste_max_harvest,waste_max_post-harvest,waste_max_storage,waste_mean_harvest,waste_mean_post-harvest,waste_mean_storage,waste_median_harvest,waste_median_post-harvest,waste_median_storage,waste_min_harvest,waste_min_post-harvest,waste_min_storage,waste_std_harvest,waste_std_post-harvest,waste_std_storage,post_harvest_waste_pct,log1p_production,log1p_fertilizer,log1p_pesticide,log1p_area,n_ratio,p_ratio,k_ratio,npk_balance,soil_fertility,temp_humidity_index,aridity_index,ph_optimality,crop_category,crop_cat_Fruit/Vegetable,crop_cat_Grain,crop_cat_Oil,crop_cat_Other,crop_cat_Pulse,is_kharif,is_rabi,is_summer,decade,years_since_min,effective_yield,waste_per_area
Sweet potato,2012,Kharif     ,Nagaland,1320.0,11230,1296.6,199056.0,409.2,8.507575757575758,-0.05091771458564369,0.07031374338320635,-0.6677273280786263,-0.646681118728879,1.263730911178291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.86666666666667,47.5,7.9401432772605745,39.87,40.0,2.9461668299502297,23.255956110400003,23.438043253333333,2.2473011898255026,76.54596417483333,76.56085319,2.7618203053692674,6.3653771888933335,6.328929373,0.650021763214037,166.98562206566666,170.38467808833335,11.804763939715919,4.296092836876323,4.308794568974216,0.21718422978790072,3.619539300013816,3.621475202707005,0.20406244146779207,3.707822109322588,3.7135720667043075,0.07213909328336732,23.255956110400003,23.438043253333333,2.2473011898255026,-0.03549510890025853,-0.029485674095613017,0.15997234849853256,1.850973561404982,1.8497248320747381,0.06332412515825622,5.408363712959208,5.443400068441605,0.1543880081618864,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,9.326433090963036,12.201346494853574,6.016644845638281,7.186144304522325,0.47659481387209673,0.2855552020362711,0.2378499840916322,0.7134770389224733,0.7257796004600632,17.80149583278175,6.884314157959322,0.9551257296311112,Other,False,False,False,True,False,1,0,0,2010,15,8.216495590190492,0.29108016738526543
Urad,2016,Rabi       ,Nagaland,820.0,670,1959.8,125665.0,287.0,0.8170731707317073,-0.9048395930044294,0.9127741025865953,-0.8281773583421473,-0.7695198526194128,-0.31872918894829466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.339999999999996,46.666666666666664,7.668545819874953,39.87,40.0,2.9461668299502297,24.112346749166665,24.146926653333335,1.7492274066957585,81.39516909470001,81.28263987333334,2.7815199784984928,6.527906470816667,6.47970223,0.6612444111019611,196.99422535666667,201.09109828333337,11.648440083248383,4.296092836876323,4.308794568974216,0.21718422978790072,3.606826506415826,3.600233343764445,0.19744710429349224,3.707822109322588,3.7135720667043075,0.07213909328336732,24.112346749166665,24.146926653333335,1.7492274066957585,0.14286192093798514,0.09325801369617841,0.19448554431902687,1.8665409239975326,1.8641795942456156,0.0637063612377357,5.811770410564925,5.85320710613459,0.11829324023569888,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,6.508769136971682,11.74138287270818,5.662960480135946,6.710523109452428,0.47809694793536806,0.2833034111310592,0.2385996409335727,0.7104727707959305,0.7236389401069897,19.626285409184607,7.844516775924328,0.990697843061111,Other,False,False,False,True,False,0,1,0,2010,19,0.7891176400282857,0.02795553070342166
Bajra,2009,Kharif     ,Himachal Pradesh,213.0,106,969.9,33189.66,36.21,0.49765258215962443,-1.3716572255726536,-0.5760748876486936,-1.2222996087718725,-1.3597305481247886,-0.7181130025690959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,48.15333333333333,48.0,7.975320719776203,19.79,20.0,2.9415003386748473,22.8225800103,23.141249756666667,2.46333042527934,70.81910681076666,70.932349185,4.105259451517225,6.305283455646666,6.294055158,0.5313515252470176,125.87630486433333,126.92811567666668,13.67605132878091,4.257216638472076,4.235823584254893,0.21815305988173553,3.6267681720352303,3.6341243252753155,0.2043451604803952,3.0244730247473885,3.044522437723423,0.1425320619371636,22.8225800103,23.141249756666667,2.46333042527934,-0.25244587674849994,-0.23218583063614387,0.17768455088236623,1.8458143493348496,1.846320935346716,0.051988215744821036,4.892382093335357,4.906855613100963,0.21211880416711607,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,4.672828834461906,10.41002379002399,3.6165775423585313,5.365976015021851,0.5336871725652582,0.3304888929560065,0.13582393447873534,0.5992923215361503,0.5861281288135847,16.162747314467037,5.2839073185989545,0.9350944852155555,Other,False,False,False,True,False,1,0,0,2000,12,0.4806257814537075,0.017026800705916972
Horse-gram,2010,Kharif     ,Jammu and Kashmir,1006.0,312,1352.0,167106.66,241.44,0.3101391650099404,-1.119180686688384,0.22520240083814885,-0.7262504446781713,-0.8266595432333823,-1.2982710982714525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.86666666666667,47.5,7.9401432772605745,39.87,40.0,2.9461668299502297,23.255956110400003,23.438043253333333,2.2473011898255026,76.54596417483333,76.56085319,2.7618203053692674,6.3653771888933335,6.328929373,0.650021763214037,166.98562206566666,170.38467808833335,11.804763939715919,4.296092836876323,4.308794568974216,0.21718422978790072,3.619539300013816,3.621475202707005,0.20406244146779207,3.707822109322588,3.7135720667043075,0.07213909328336732,23.255956110400003,23.438043253333333,2.2473011898255026,-0.03549510890025853,-0.029485674095613017,0.15997234849853256,1.850973561404982,1.8497248320747381,0.06332412515825624,5.408363712959208,5.443400068441605,0.1543880081618864,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,5.746203190540153,12.026393554346711,5.4907542570830845,6.914730892718563,0.47659481387209673,0.2855552020362711,0.2378499840916322,0.7134770389224733,0.7257796004600632,17.80149583278175,6.884314157959322,0.9551257296311112,Other,False,False,False,True,False,1,0,0,2010,13,0.2995279917878351,0.010611173222105277
Potato,2002,Whole Year ,Jammu and Kashmir,1737.0,18011,933.2,164441.79,434.25,10.369027058146228,0.08690084330314539,-0.6768541480424048,-0.7315753844595221,-0.6244431772057045,1.2984770428279935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.76,76.0,11.94948965564233,48.15333333333333,48.0,7.975320719776203,19.79,20.0,2.9415003386748473,22.8225800103,23.141249756666667,2.46333042527934,70.81910681076666,70.932349185,4.105259451517225,6.305283455646666,6.294055158,0.5313515252470176,125.87630486433333,126.92811567666668,13.67605132878091,4.257216638472076,4.235823584254893,0.21815305988173553,3.6267681720352303,3.6341243252753155,0.2043451604803952,3.0244730247473885,3.044522437723423,0.1425320619371636,22.8225800103,23.141249756666667,2.46333042527934,-0.25244587674849994,-0.23218583063614387,0.17768455088236623,1.8458143493348496,1.846320935346716,0.051988215744821036,4.892382093335357,4.906855613100963,0.21211880416711607,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,9.798793481421463,12.010318007542658,6.075920578648298,7.460490305825338,0.5336871725652582,0.3304888929560065,0.13582393447873534,0.5992923215361503,0.5861281288135847,16.162747314467037,5.2839073185989545,0.9350944852155555,Fruit/Vegetable,True,False,False,False,False,0,0,0,2000,5,10.014258764837772,0.3547682933084565
Rice,2006,Rabi       ,Puducherry,12061.0,33581,1434.5875,1540310.31,2653.42,2.7842633280822486,0.2875467874080037,0.39384741763566583,0.07194052908569216,0.03615970025643811,0.9733504776465643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.58,47.0,7.904965834744946,39.87,40.0,2.9461668299502297,23.6893322105,23.73483675,2.0312719543716655,82.2728215389,82.18935719500001,1.4183811592213094,6.425470922140001,6.363803588,0.7686920011810565,208.094939267,213.84124050000003,9.933476550650926,4.296092836876323,4.308794568974216,0.21718422978790072,3.6123104279924014,3.608826080138695,0.20377972245518897,3.707822109322588,3.713572066704308,0.07213909328336732,23.6893322105,23.73483675,2.0312719543716655,0.18145565894798288,0.17321448244491783,0.1422601461146989,1.8561327734751145,1.8531287288027605,0.07466003457169142,5.924345332583058,5.979944523782246,0.0966572121566567,2.08,9.9925,6.0,1.86,6.75125,1.498,2.08,6.75125,0.86,1.2,3.51,0.02,0.4400000000000001,4.583819709041794,1.8445022557396267,3.36975,10.421745488119415,14.247495103311035,7.883981454067228,9.397815294010933,0.47741125851559696,0.2843313015417712,0.23825743994263174,0.7118441496354727,0.7246144309007954,19.489882013301823,8.428536563597307,0.9751569740466669,Grain,False,True,False,False,False,0,1,0,2000,9,2.690440614584197,0.09382271349805157
Peas & beans (pulses),1999,Rabi       ,West Bengal,7041.0,6027,2318.1,747261.33,1901.07,0.8559863655730721,-0.22775643599547057,1.1694006645176926,-0.18561145737059015,-0.09325557312052232,-0.13996367771647455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,78.4,78.0,10.96827380689552,37.36333333333333,36.5,8.055725384261047,39.99,40.0,3.313562579716425,24.929518864433334,24.951663611666664,1.816092786749391,86.46330496130001,86.44643194666668,1.8410304486361762,6.275834656823334,6.239438765666667,0.6083388144201199,196.962414759,199.89413450000004,15.944643578706968,4.270636877591931,4.272658681697917,0.20079507761594562,3.2382612523887513,3.236893082445832,0.2862570729772124,3.710068478552919,3.7135720667043075,0.08131254312312965,24.929518864433334,24.951663611666664,1.816092786749391,0.7290446952855011,0.7731480165240789,0.3450464992128663,1.842184792599066,1.840813043112808,0.05948000043171788,5.807664279783107,5.840395305873538,0.16440216149738407,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,8.704170559746386,13.524171580511892,7.550698045792988,8.859647499714997,0.5033600136968712,0.23988785686769676,0.25675212943543213,0.6599466392729243,0.6789322610003109,21.554885921139807,7.59606901264824,0.9252782189411114,Other,False,False,False,True,False,0,1,0,1990,2,0.826699449808773,0.02928691576429916
Arecanut,2004,Whole Year ,Karnataka,152759.0,203646,1117.7,16549910.06,32079.39,1.3331194888680864,0.8227766386925984,-0.26138737267788775,0.8542954041201851,0.8390764918547869,0.20735376353975002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.76,76.0,11.94948965564233,48.839999999999996,47.833333333333336,7.9841830885967715,19.79,20.0,2.9415003386748473,26.158674229499997,26.187829001666667,1.6151218090204382,85.82507197536667,85.79117937833333,2.303397006741574,6.12864207619,6.116324888166666,0.4423247582996581,162.47309513669998,163.6163042,15.766201252889408,4.257216638472076,4.235823584254893,0.21815305988173553,3.4809740288579083,3.476200626040343,0.2636334717738392,3.0244730247473885,3.044522437723423,0.1425320619371636,26.158674229499997,26.187829001666667,1.6151218090204382,0.6882755178298235,0.7053296651111345,0.3643450719507508,1.8285020056835488,1.8286237960279008,0.043719158444094484,5.402180815534582,5.419683734316336,0.17936233690222803,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,12.224143381811658,16.621891285754778,10.376000219013786,11.936623341339452,0.5311838240316963,0.3336293462668215,0.13518682970148235,0.6037069927362979,0.5889191163625287,22.450700985270064,5.982364741509372,0.8762140253966667,Other,False,False,False,True,False,0,0,0,2000,7,1.287507829915918,0.0456116589521685
Soyabean,1999,Kharif     ,Nagaland,12500.0,14000,1782.2,1326625.0,3375.0,1.12,0.006252530427471459,0.8074289049225597,0.021563291728379046,0.1105352554764164,0.08166527472848503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.89,80.0,11.917981491355107,47.626666666666665,47.166666666666664,7.70372326239058,39.87,40.0,2.9461668299502297,23.678970649066667,23.85013315666667,1.9652566421495958,75.66831173063333,75.65413586833334,4.124959124646451,6.46781273757,6.444828015,0.5425741731349416,155.88490815533333,157.63453587166669,13.519727472313376,4.296092836876323,4.308794568974216,0.21718422978790072,3.6140553784372407,3.612882466332755,0.19772982330609534,3.707822109322588,3.7135720667043075,0.07213909328336732,23.678970649066667,23.85013315666667,1.9652566421495958,-0.07408884691025629,-0.10944214284435246,0.21219774670286054,1.8613817119274,1.8607756975175935,0.0523704518243005,5.295788790941074,5.3166626507939485,0.17602403624092858,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,9.546884034617925,14.098149434856358,8.124446855715847,9.433563920090563,0.47727815835590254,0.2845308268281026,0.2381910148159949,0.7121103499548617,0.7248041096662575,17.917477325340936,6.31650770090886,0.9892709125233333,Other,False,False,False,True,False,1,0,0,1990,2,1.0816800605999666,0.03831993940003352
Arhar/tur,2017,Rabi       ,West Bengal,3843.0,5794,1830.0,605041.92,1460.34,1.5076762945615405,-0.2377785735985352,0.8409063506463135,-0.25691615450884814,-0.18700262938955084,0.36553147697296934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,78.4,78.0,10.96827380689552,37.123333333333335,36.166666666666664,7.819305369391052,39.99,40.0,3.313562579716425,25.3525334031,25.363753515,1.534048239073484,85.58565251710002,85.539714625,3.2041692679133607,6.378270205500001,6.355337407666667,0.5008912243410246,185.8617008486667,187.14399228333335,17.659607111304425,4.270636877591931,4.272658681697917,0.20079507761594562,3.232777330812176,3.228300346071583,0.2799244548155157,3.710068478552919,3.7135720667043075,0.08131254312312965,25.3525334031,25.363753515,1.534048239073484,0.6904509572755032,0.6931915477753394,0.39727189741719426,1.8525929431214843,1.8518639085556634,0.04852632709776217,5.6950893577649735,5.713657888225882,0.1860381895764263,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,8.664750755773852,13.313054676645464,7.287109101993131,8.254268770090183,0.5041368371415098,0.23871479401551848,0.25714836884297165,0.658392992383647,0.6779567702065054,21.698131142658877,7.052896888722004,0.9594234018333335,Other,False,False,False,True,False,0,1,0,2010,20,1.456092308630768,0.051583985930772604
Sugarcane,2000,Whole Year ,Bihar,93529.0,3985577,1207.0,9181741.93,24317.54,42.61327502699697,1.6994786488974263,-0.08541441701016952,0.6271699020622379,0.7314921797540748,1.8497288248496042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.76,76.0,11.94948965564233,59.05666666666667,58.333333333333336,7.833423539080671,19.79,20.0,2.9415003386748473,24.91848757556667,24.97100214,1.8303009766427127,81.63458855296666,81.53410462666668,1.8807477173267069,6.278278341506667,6.2406897105,0.6026779450605947,173.6056196447,177.56341020000002,9.755034224833365,4.257216638472076,4.235823584254893,0.21815305988173553,3.8550232044615584,3.848133623733205,0.1811561212518158,3.0244730247473885,3.044522437723423,0.1425320619371636,24.91848757556667,24.97100214,1.8303009766427127,0.14068648149230553,0.10539613103197341,0.1615587188525834,1.8424499865595971,1.8409394817178535,0.058899192584068005,5.518861868334533,5.559232952225044,0.11161738756150065,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,15.198192903603282,16.032727606231003,10.09899430138332,11.446037519428597,0.49653058618194207,0.3771018688008174,0.12636754501724065,0.5860684233678145,0.6304452175155046,20.342104805935968,6.698138505904096,0.9260927805022222,Cash,False,False,False,False,False,0,0,0,2000,3,41.15529456568315,1.4579804613138265
Urad,2011,Kharif     ,Himachal Pradesh,9664.0,6150,1108.3,1618913.28,3189.12,0.6363824503311258,-0.222808483668918,-0.28352192549662913,0.08759545116066275,0.09049386115500797,-0.5131010910250863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,59.343333333333334,58.833333333333336,7.868600981596299,19.79,20.0,2.9415003386748473,24.485111475466667,24.674208643333333,2.04633021209655,75.9077311889,75.90560062166666,3.224186863474665,6.21818460826,6.2058154955000004,0.48400770709357516,132.49630244336666,134.10684778833334,11.626321613898357,4.257216638472076,4.235823584254893,0.21815305988173553,3.862252076482973,3.860782746301515,0.18143884026441892,3.0244730247473885,3.044522437723423,0.1425320619371636,24.485111475466667,24.674208643333333,2.04633021209655,-0.07626428635593589,-0.09730402550855743,0.17927092123641708,1.8372907744894649,1.837535584989831,0.04756328317063282,5.0028802487106825,5.0226884968844026,0.16934818356673034,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,8.724369949208368,14.297266284994944,8.067813812626227,9.17626639164243,0.495623353446078,0.37823999320132573,0.12613665335259622,0.5856066400385258,0.6316103870747725,18.586092600099743,5.198968918417904,0.9060615360866665,Other,False,False,False,True,False,1,0,0,2010,14,0.6146091137847566,0.02177333654636927
Tobacco,2013,Whole Year ,Kerala,9.0,17,3255.4,1300.41,2.43,1.8888888888888888,-1.7861555612610769,1.7619480328408437,-2.0013684151916853,-2.0197421504988853,0.5283475221306941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.76,76.0,11.94948965564233,49.126666666666665,48.333333333333336,8.0193605311124,19.79,20.0,2.9415003386748473,25.725298129400002,25.891035505,1.8311510444742753,80.0982146113,80.16267537333333,3.646836152889532,6.068548342943333,6.081450673166667,0.32365452033263864,121.36377793536667,120.15974178833333,17.637488641954402,4.257216638472076,4.235823584254893,0.21815305988173553,3.4882029008793225,3.488849748608653,0.2639161907864423,3.0244730247473885,3.044522437723423,0.1425320619371636,25.725298129400002,25.891035505,1.8311510444742753,0.47132474998158225,0.5026295085706035,0.3820572743345845,1.8233427936134161,1.8252198992998787,0.03238324903065929,4.886199195910731,4.883139278975694,0.23709313290745773,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,2.8903717578961645,7.171203571063942,1.2325602611778486,2.302585092994046,0.5301456718860078,0.33493170920164533,0.13492261891234686,0.6031785711580271,0.5900842859217965,20.60550450508356,4.54115712190528,0.856182780981111,Cash,False,False,False,False,False,0,0,0,2010,16,1.8242620069642292,0.0646268819246597
Urad,2015,Kharif     ,Tamil Nadu,59145.0,40922,1201.9,9339586.95,19517.85,0.6918928058162144,0.34070961228212965,-0.10810309396024637,0.6341172975003605,0.6495048388060075,-0.48244954988201055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.4,78.0,10.96827380689552,38.623333333333335,37.333333333333336,8.13494263811287,39.99,40.0,3.313562579716425,27.398860883433333,27.404655863333332,1.3999426413981635,90.01555539776666,90.04825412999999,2.7260462961564413,5.979005810873333,5.991960065833333,0.2819715715387216,151.3405706287,149.66919819999998,21.77736828094545,4.270636877591931,4.272658681697917,0.20079507761594562,3.106924853254258,3.1042676283474804,0.34611082229586265,3.710068478552919,3.7135720667043075,0.08131254312312965,27.398860883433333,27.404655863333332,1.3999426413981635,1.2358645541673416,1.3052631991902954,0.5671314250489181,1.8145540248075,1.8163081103379486,0.02853912430412095,5.28549976273463,5.280134516407627,0.24710728624295542,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,10.61944753116123,16.0497726925295,9.879135944297163,10.98776424243687,0.499320652173913,0.2459876019021739,0.254691745923913,0.6680253623188406,0.6840535876677906,24.663236796883954,5.3291070810866765,0.826335270291111,Other,False,False,False,True,False,1,0,0,2010,18,0.6682202251106818,0.023672580705532582
Other  rabi pulses,2016,Rabi       ,Jammu and Kashmir,548.0,297,902.8,83981.0,191.8,0.541970802919708,-1.1372835831056793,-0.7697613987560091,-0.9574521492893888,-0.8993184519681173,-0.33484037716536247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.76,76.0,11.94948965564233,48.15333333333333,48.0,7.975320719776203,19.79,20.0,2.9415003386748473,22.8225800103,23.141249756666667,2.46333042527934,70.81910681076666,70.932349185,4.105259451517225,6.305283455646666,6.294055158,0.5313515252470176,125.87630486433333,126.92811567666668,13.67605132878091,4.257216638472076,4.235823584254893,0.21815305988173553,3.6267681720352303,3.6341243252753155,0.2043451604803952,3.0244730247473885,3.044522437723423,0.1425320619371636,22.8225800103,23.141249756666667,2.46333042527934,-0.25244587674849994,-0.23218583063614387,0.17768455088236623,1.8458143493348496,1.846320935346716,0.051988215744821036,4.892382093335357,4.906855613100963,0.21211880416711607,2.317772675086108,9.992500000000001,5.671498277841561,1.9150631458094145,7.150379592422501,1.3388070225794106,1.9579850746268657,7.3327762629161874,0.7864781859931113,1.2719575200918485,3.7634156142365094,0.02,0.5273569930603443,3.891070912219934,1.6940460624607563,3.421423160717278,5.697093486505405,11.3383577691487,5.261653382176445,6.3080984415095305,0.5336871725652582,0.3304888929560065,0.13582393447873534,0.5992923215361503,0.5861281288135847,16.162747314467037,5.2839073185989545,0.9350944852155555,Other,False,False,False,True,False,0,1,0,2010,19,0.5234276883442878,0.018543114575420284
